classification,gutenberg_id,title,author,paragraph_text,word_count,paragraph_count,suitable,reasoning,canonical_answer,distractors,keyword_flags,difficulty_tier,tier,pipeline_version,status
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"Rapt with joy, the happy Orpheus hastened on the way, thinking only of Eurydice, who was following him. Past Lethe, across the Styx they went, he and his lovely wife, still silent as a Shade. But the place was full of gloom, the silence weighed upon him, he had not seen her for so long; her footsteps made no sound; and he could hardly believe the miracle, for Pluto seldom relents. When the first gleam of upper daylight broke through the cleft to the dismal world, he forgot all, save that he must know if she still followed. He turned to see her face, and the promise was broken!

She smiled at him forgivingly, but it was too late. He stretched out his arms to take her, but she faded from them, as the bright snow, that none may keep, melts in our very hands. A murmur of farewell came to his ears,--no more. She was gone.

He would have followed, but Charon, now on guard, drove him back. Seven days he lingered there between the worlds of life and death, but after the broken promise, Hades would not listen to his song. Back to the Earth he wandered, though it was sweet to him no longer. He died young, singing to the last, and round about the place where his body rested, nightingales nested in the trees. His lyre was set among the stars; and he himself went down to join Eurydice, unforbidden.",244,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"They gazed upon the loom where the goddess stood plying her task, and they saw shapes and images come to bloom out of the wondrous colors, as sunset clouds grow to be living creatures when we watch them. And they saw that the goddess, still merciful, was spinning, as a warning for Arachne, the pictures of her own triumph over reckless gods and mortals.

In one corner of the web she made a story of her conquest over the sea-god Poseidon. For the first king of Athens had promised to dedicate the city to that god who should bestow upon it the most useful gift. Poseidon gave the horse. But Athena gave the olive,--means of livelihood,--symbol of peace and prosperity, and the city was called after her name. Again she pictured a vain woman of Troy, who had been turned into a crane for disputing the palm of beauty with a goddess. Other corners of the web held similar images, and the whole shone like a rainbow.

Meanwhile Arachne, whose head was quite turned with vanity, embroidered her web with stories against the gods, making light of Zeus himself and of Apollo, and portraying them as birds and beasts. But she wove with marvellous skill; the creatures seemed to breathe and speak, yet it was all as fine as the gossamer that you find on the grass before rain.",229,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"He once built, for King Minos of Crete, a wonderful Labyrinth of winding ways so cunningly tangled up and twisted around that, once inside, you could never find your way out again without a magic clue. But the king's favor veered with the wind, and one day he had his master architect imprisoned in a tower. Daedalus managed to escape from his cell; but it seemed impossible to leave the island, since every ship that came or went was well guarded by order of the king.

At length, watching the sea-gulls in the air,--the only creatures that were sure of liberty,--he thought of a plan for himself and his young son Icarus, who was captive with him.

Little by little, he gathered a store of feathers great and small. He fastened these together with thread, moulded them in with wax, and so fashioned two great wings like those of a bird. When they were done, Daedalus fitted them to his own shoulders, and after one or two efforts, he found that by waving his arms he could winnow the air and cleave it, as a swimmer does the sea. He held himself aloft, wavered this way and that with the wind, and at last, like a great fledgling, he learned to fly.

Without delay, he fell to work on a pair of wings for the boy Icarus, and taught him carefully how to use them, bidding him beware of rash adventures among the stars. ""Remember,"" said the father, ""never to fly very low or very high, for the fogs about the earth would weigh you down, but the blaze of the sun will surely melt your feathers apart if you go too near.""",283,4,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,9313,Icarus and Daedalus,Josephine Preston Peabody,"Two young Phocians came to the palace with news of the last days of Orestes, so they said; and they were admitted to the presence of the king and queen. They were, in truth, Orestes himself and his friend Pylades (son of King Strophius), who had ventured safety and all to avenge Agamemnon. Then and there Orestes killed Aegisthus and Clytemnestra, and appeared before the Argives as their rightful prince.

But not even so did he find peace. In slaying Clytemnestra, wicked as she was, he had murdered his own mother, a deed hateful to gods and men. Day and night he was haunted by the Furies.

These dread sisters never leave Hades save to pursue and torture some guilty conscience. They wear black raiment, like the wings of a bat; their hair writhes with serpents fierce as remorse, and in their hands they carry flaming torches that make all shapes look greater and more fearful than they are. No sleep can soothe the mind of him they follow. They come between his eyes and the daylight; at night their torches drive away all comfortable darkness. Poor Orestes, though he had punished two murderers, felt that he was no less a murderer himself.

From land to land he wandered in despair that grew to madness, with one only comrade, the faithful Pylades, who was his very shadow. At length he took refuge in Athens, under the protection of Athena, and gave himself up to be tried by the court of the Areopagus. There he was acquitted; but not all the Furies left him, and at last he besought the Oracle of Apollo to befriend him.",275,4,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"But soft, what light through yonder window breaks? It is the east, and Juliet is the sun! Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair than she. Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it off. It is my lady, O it is my love! O, that she knew she were! She speaks, yet she says nothing. What of that? Her eye discourses, I will answer it. I am too bold, ’tis not to me she speaks. Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till they return. What if her eyes were there, they in her head? The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy region stream so bright That birds would sing and think it were not night. See how she leans her cheek upon her hand. O that I were a glove upon that hand, That I might touch that cheek.",204,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"JULIET. Thou knowest the mask of night is on my face, Else would a maiden blush bepaint my cheek For that which thou hast heard me speak tonight. Fain would I dwell on form, fain, fain deny What I have spoke; but farewell compliment. Dost thou love me? I know thou wilt say Ay, And I will take thy word. Yet, if thou swear’st, Thou mayst prove false. At lovers’ perjuries, They say Jove laughs. O gentle Romeo, If thou dost love, pronounce it faithfully. Or if thou thinkest I am too quickly won, I’ll frown and be perverse, and say thee nay, So thou wilt woo. But else, not for the world. In truth, fair Montague, I am too fond; And therefore thou mayst think my ’haviour light: But trust me, gentleman, I’ll prove more true Than those that have more cunning to be strange. I should have been more strange, I must confess, But that thou overheard’st, ere I was ’ware, My true-love passion; therefore pardon me, And not impute this yielding to light love, Which the dark night hath so discovered.",184,1,true,Official benchmark-aligned content candidate: concrete detail is tied to an abstract meaning or effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"JULIET. Shall I speak ill of him that is my husband? Ah, poor my lord, what tongue shall smooth thy name, When I thy three-hours’ wife have mangled it? But wherefore, villain, didst thou kill my cousin? That villain cousin would have kill’d my husband. Back, foolish tears, back to your native spring, Your tributary drops belong to woe, Which you mistaking offer up to joy. My husband lives, that Tybalt would have slain, And Tybalt’s dead, that would have slain my husband. All this is comfort; wherefore weep I then? Some word there was, worser than Tybalt’s death, That murder’d me. I would forget it fain, But O, it presses to my memory Like damned guilty deeds to sinners’ minds. Tybalt is dead, and Romeo banished. That ‘banished,’ that one word ‘banished,’ Hath slain ten thousand Tybalts. Tybalt’s death Was woe enough, if it had ended there. Or if sour woe delights in fellowship, And needly will be rank’d with other griefs, Why follow’d not, when she said Tybalt’s dead, Thy father or thy mother, nay or both, Which modern lamentation might have mov’d? But with a rear-ward following Tybalt’s death, ‘Romeo is banished’—to speak that word Is father, mother, Tybalt, Romeo, Juliet, All slain, all dead. Romeo is banished, There is no end, no limit, measure, bound, In that word’s death, no words can that woe sound. Where is my father and my mother, Nurse?",237,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"FRIAR LAWRENCE. Hold then. Go home, be merry, give consent To marry Paris. Wednesday is tomorrow; Tomorrow night look that thou lie alone, Let not thy Nurse lie with thee in thy chamber. Take thou this vial, being then in bed, And this distilled liquor drink thou off, When presently through all thy veins shall run A cold and drowsy humour; for no pulse Shall keep his native progress, but surcease. No warmth, no breath shall testify thou livest, The roses in thy lips and cheeks shall fade To paly ashes; thy eyes’ windows fall, Like death when he shuts up the day of life. Each part depriv’d of supple government, Shall stiff and stark and cold appear like death. And in this borrow’d likeness of shrunk death Thou shalt continue two and forty hours, And then awake as from a pleasant sleep. Now when the bridegroom in the morning comes To rouse thee from thy bed, there art thou dead. Then as the manner of our country is, In thy best robes, uncover’d, on the bier, Thou shalt be borne to that same ancient vault Where all the kindred of the Capulets lie. In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall he come, and he and I Will watch thy waking, and that very night Shall Romeo bear thee hence to Mantua. And this shall free thee from this present shame, If no inconstant toy nor womanish fear Abate thy valour in the acting it.",256,1,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"Enter Juliet.

JULIET. Gallop apace, you fiery-footed steeds, Towards Phoebus’ lodging. Such a waggoner As Phaeton would whip you to the west And bring in cloudy night immediately. Spread thy close curtain, love-performing night, That runaway’s eyes may wink, and Romeo Leap to these arms, untalk’d of and unseen. Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night. Come, civil night, Thou sober-suited matron, all in black, And learn me how to lose a winning match, Play’d for a pair of stainless maidenhoods. Hood my unmann’d blood, bating in my cheeks, With thy black mantle, till strange love, grow bold, Think true love acted simple modesty. Come, night, come Romeo; come, thou day in night; For thou wilt lie upon the wings of night Whiter than new snow upon a raven’s back. Come gentle night, come loving black-brow’d night, Give me my Romeo, and when I shall die, Take him and cut him out in little stars, And he will make the face of heaven so fine That all the world will be in love with night, And pay no worship to the garish sun. O, I have bought the mansion of a love, But not possess’d it; and though I am sold, Not yet enjoy’d. So tedious is this day As is the night before some festival To an impatient child that hath new robes And may not wear them. O, here comes my Nurse, And she brings news, and every tongue that speaks But Romeo’s name speaks heavenly eloquence.",264,2,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"What if it be a poison, which the Friar Subtly hath minister’d to have me dead, Lest in this marriage he should be dishonour’d, Because he married me before to Romeo? I fear it is. And yet methinks it should not, For he hath still been tried a holy man. How if, when I am laid into the tomb, I wake before the time that Romeo Come to redeem me? There’s a fearful point! Shall I not then be stifled in the vault, To whose foul mouth no healthsome air breathes in, And there die strangled ere my Romeo comes? Or, if I live, is it not very like, The horrible conceit of death and night, Together with the terror of the place, As in a vault, an ancient receptacle, Where for this many hundred years the bones Of all my buried ancestors are pack’d, Where bloody Tybalt, yet but green in earth, Lies festering in his shroud; where, as they say, At some hours in the night spirits resort— Alack, alack, is it not like that I, So early waking, what with loathsome smells, And shrieks like mandrakes torn out of the earth, That living mortals, hearing them, run mad. O, if I wake, shall I not be distraught, Environed with all these hideous fears, And madly play with my forefathers’ joints? And pluck the mangled Tybalt from his shroud? And, in this rage, with some great kinsman’s bone, As with a club, dash out my desperate brains? O look, methinks I see my cousin’s ghost Seeking out Romeo that did spit his body Upon a rapier’s point. Stay, Tybalt, stay! Romeo, Romeo, Romeo, here’s drink! I drink to thee.

[_Throws herself on the bed._]

Enter Lady Capulet and Nurse.",291,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"ROMEO. In bed asleep, while they do dream things true.

MERCUTIO. O, then, I see Queen Mab hath been with you. She is the fairies’ midwife, and she comes In shape no bigger than an agate-stone On the fore-finger of an alderman, Drawn with a team of little atomies Over men’s noses as they lie asleep: Her waggon-spokes made of long spinners’ legs; The cover, of the wings of grasshoppers; Her traces, of the smallest spider’s web; The collars, of the moonshine’s watery beams; Her whip of cricket’s bone; the lash, of film; Her waggoner, a small grey-coated gnat, Not half so big as a round little worm Prick’d from the lazy finger of a maid: Her chariot is an empty hazelnut, Made by the joiner squirrel or old grub, Time out o’ mind the fairies’ coachmakers. And in this state she gallops night by night Through lovers’ brains, and then they dream of love; O’er courtiers’ knees, that dream on curtsies straight; O’er lawyers’ fingers, who straight dream on fees; O’er ladies’ lips, who straight on kisses dream, Which oft the angry Mab with blisters plagues, Because their breaths with sweetmeats tainted are: Sometime she gallops o’er a courtier’s nose, And then dreams he of smelling out a suit; And sometime comes she with a tithe-pig’s tail, Tickling a parson’s nose as a lies asleep, Then dreams he of another benefice: Sometime she driveth o’er a soldier’s neck, And then dreams he of cutting foreign throats, Of breaches, ambuscados, Spanish blades, Of healths five fathom deep; and then anon Drums in his ear, at which he starts and wakes; And, being thus frighted, swears a prayer or two, And sleeps again. This is that very Mab That plats the manes of horses in the night; And bakes the elf-locks in foul sluttish hairs, Which, once untangled, much misfortune bodes: This is the hag, when maids lie on their backs, That presses them, and learns them first to bear, Making them women of good carriage: This is she,—

ROMEO. Peace, peace, Mercutio, peace, Thou talk’st of nothing.",347,3,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
mood_misreading,1513,Romeo and Juliet,William Shakespeare,"MERCUTIO. Nay, I’ll conjure too. Romeo! Humours! Madman! Passion! Lover! Appear thou in the likeness of a sigh, Speak but one rhyme, and I am satisfied; Cry but ‘Ah me!’ Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young Abraham Cupid, he that shot so trim When King Cophetua lov’d the beggar-maid. He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him. I conjure thee by Rosaline’s bright eyes, By her high forehead and her scarlet lip, By her fine foot, straight leg, and quivering thigh, And the demesnes that there adjacent lie, That in thy likeness thou appear to us.

BENVOLIO. An if he hear thee, thou wilt anger him.

MERCUTIO. This cannot anger him. ’Twould anger him To raise a spirit in his mistress’ circle, Of some strange nature, letting it there stand Till she had laid it, and conjur’d it down; That were some spite. My invocation Is fair and honest, and, in his mistress’ name, I conjure only but to raise up him.

BENVOLIO. Come, he hath hid himself among these trees To be consorted with the humorous night. Blind is his love, and best befits the dark.

MERCUTIO. If love be blind, love cannot hit the mark. Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh alone. O Romeo, that she were, O that she were An open-arse and thou a poperin pear! Romeo, good night. I’ll to my truckle-bed. This field-bed is too cold for me to sleep. Come, shall we go?",284,5,true,Official benchmark-aligned content candidate: comparison carries an inferable effect,,,,,,v4,duplicate
