classification,gutenberg_id,title,author,paragraph_text,word_count,paragraph_count,suitable,reasoning,canonical_answer,distractors,keyword_flags,difficulty_tier,tier,pipeline_version,status
inferencing,9313,Icarus and Daedalus,Josephine Preston Peabody,"They gazed upon the loom where the goddess stood plying her task, and they saw shapes and images come to bloom out of the wondrous colors, as sunset clouds grow to be living creatures when we watch them. And they saw that the goddess, still merciful, was spinning, as a warning for Arachne, the pictures of her own triumph over reckless gods and mortals.

In one corner of the web she made a story of her conquest over the sea-god Poseidon. For the first king of Athens had promised to dedicate the city to that god who should bestow upon it the most useful gift. Poseidon gave the horse. But Athena gave the olive,--means of livelihood,--symbol of peace and prosperity, and the city was called after her name. Again she pictured a vain woman of Troy, who had been turned into a crane for disputing the palm of beauty with a goddess. Other corners of the web held similar images, and the whole shone like a rainbow.

Meanwhile Arachne, whose head was quite turned with vanity, embroidered her web with stories against the gods, making light of Zeus himself and of Apollo, and portraying them as birds and beasts. But she wove with marvellous skill; the creatures seemed to breathe and speak, yet it was all as fine as the gossamer that you find on the grass before rain.",229,3,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,,v4,diversity_book_cap
inferencing,9313,Icarus and Daedalus,Josephine Preston Peabody,"Then she led Psyche into a great chamber heaped high with mingled grain, beans, and lintels (the food of her doves), and bade her separate them all and have them ready in seemly fashion by night. Heracles would have been helpless before such a vexatious task; and poor Psyche, left alone in this desert of grain, had not courage to begin. But even as she sat there, a moving thread of black crawled across the floor from a crevice in the wall; and bending nearer, she saw that a great army of ants in columns had come to her aid. The zealous little creatures worked in swarms, with such industry over the work they like best, that, when Venus came at night, she found the task completed.

""Deceitful girl,"" she cried, shaking the roses out of her hair with impatience, ""this is my son's work, not yours. But he will soon forget you. Eat this black bread if you are hungry, and refresh your dull mind with sleep. To-morrow you will need more wit.""

Psyche wondered what new misfortune could be in store for her. But when morning came, Venus led her to the brink of a river, and, pointing to the wood across the water, said, ""Go now to yonder grove where the sheep with the golden fleece are wont to browse. Bring me a golden lock from every one of them, or you must go your ways and never come back again.""",244,3,true,Official benchmark-aligned content candidate: setting or object detail carries a deeper meaning or effect,,,,,,v4,diversity_book_cap
inferencing,9313,Icarus and Daedalus,Josephine Preston Peabody,"He once built, for King Minos of Crete, a wonderful Labyrinth of winding ways so cunningly tangled up and twisted around that, once inside, you could never find your way out again without a magic clue. But the king's favor veered with the wind, and one day he had his master architect imprisoned in a tower. Daedalus managed to escape from his cell; but it seemed impossible to leave the island, since every ship that came or went was well guarded by order of the king.

At length, watching the sea-gulls in the air,--the only creatures that were sure of liberty,--he thought of a plan for himself and his young son Icarus, who was captive with him.

Little by little, he gathered a store of feathers great and small. He fastened these together with thread, moulded them in with wax, and so fashioned two great wings like those of a bird. When they were done, Daedalus fitted them to his own shoulders, and after one or two efforts, he found that by waving his arms he could winnow the air and cleave it, as a swimmer does the sea. He held himself aloft, wavered this way and that with the wind, and at last, like a great fledgling, he learned to fly.

Without delay, he fell to work on a pair of wings for the boy Icarus, and taught him carefully how to use them, bidding him beware of rash adventures among the stars. ""Remember,"" said the father, ""never to fly very low or very high, for the fogs about the earth would weigh you down, but the blaze of the sun will surely melt your feathers apart if you go too near.""",283,4,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,,v4,diversity_book_cap
inferencing,9313,Icarus and Daedalus,Josephine Preston Peabody,"Two young Phocians came to the palace with news of the last days of Orestes, so they said; and they were admitted to the presence of the king and queen. They were, in truth, Orestes himself and his friend Pylades (son of King Strophius), who had ventured safety and all to avenge Agamemnon. Then and there Orestes killed Aegisthus and Clytemnestra, and appeared before the Argives as their rightful prince.

But not even so did he find peace. In slaying Clytemnestra, wicked as she was, he had murdered his own mother, a deed hateful to gods and men. Day and night he was haunted by the Furies.

These dread sisters never leave Hades save to pursue and torture some guilty conscience. They wear black raiment, like the wings of a bat; their hair writhes with serpents fierce as remorse, and in their hands they carry flaming torches that make all shapes look greater and more fearful than they are. No sleep can soothe the mind of him they follow. They come between his eyes and the daylight; at night their torches drive away all comfortable darkness. Poor Orestes, though he had punished two murderers, felt that he was no less a murderer himself.

From land to land he wandered in despair that grew to madness, with one only comrade, the faithful Pylades, who was his very shadow. At length he took refuge in Athens, under the protection of Athena, and gave himself up to be tried by the court of the Areopagus. There he was acquitted; but not all the Furies left him, and at last he besought the Oracle of Apollo to befriend him.",275,4,true,Official benchmark-aligned content candidate: setting or object detail carries a deeper meaning or effect,,,,,,v4,diversity_book_cap
inferencing,9313,Icarus and Daedalus,Josephine Preston Peabody,"And, as they walked, every stone that Deucalion flung became a man; and every one that Pyrrha threw sprang up a woman. And the hearts of these two were filled with joy and welcome.

Down from the holy mountain they went, all those new creatures, ready to make them homes and to go about human work. For they were strong to endure, fresh and hardy of spirit, as men and women should be who are true children of our Mother Earth.

When gods and shepherds piped and the stars sang, that was the day of musicians! But the triumph of Phoebus Apollo himself was not so wonderful as the triumph of a mortal man who lived on earth, though some say that he came of divine lineage. This was Orpheus, that best of harpers, who went with the Grecian heroes of the great ship Argo in search of the Golden Fleece.

After his return from the quest, he won Eurydice for his wife, and they were as happy as people can be who love each other and every one else. The very wild beasts loved them, and the trees clustered about their home as if they were watered with music. But even the gods themselves were not always free from sorrow, and one day misfortune came upon that harper Orpheus whom all men loved to honor.

Eurydice, his lovely wife, as she was wandering with the nymphs, unwittingly trod upon a serpent in the grass. Surely, if Orpheus had been with her, playing upon his lyre, no creature could have harmed her. But Orpheus came too late. She died of the sting, and was lost to him in the Underworld.",280,5,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,,v4,diversity_book_cap
inferencing,1513,Romeo and Juliet,William Shakespeare,"But soft, what light through yonder window breaks? It is the east, and Juliet is the sun! Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair than she. Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it off. It is my lady, O it is my love! O, that she knew she were! She speaks, yet she says nothing. What of that? Her eye discourses, I will answer it. I am too bold, ’tis not to me she speaks. Two of the fairest stars in all the heaven, Having some business, do entreat her eyes To twinkle in their spheres till they return. What if her eyes were there, they in her head? The brightness of her cheek would shame those stars, As daylight doth a lamp; her eyes in heaven Would through the airy region stream so bright That birds would sing and think it were not night. See how she leans her cheek upon her hand. O that I were a glove upon that hand, That I might touch that cheek.",204,1,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,1,v4,updated_existing
inferencing,1513,Romeo and Juliet,William Shakespeare,"JULIET. Thou knowest the mask of night is on my face, Else would a maiden blush bepaint my cheek For that which thou hast heard me speak tonight. Fain would I dwell on form, fain, fain deny What I have spoke; but farewell compliment. Dost thou love me? I know thou wilt say Ay, And I will take thy word. Yet, if thou swear’st, Thou mayst prove false. At lovers’ perjuries, They say Jove laughs. O gentle Romeo, If thou dost love, pronounce it faithfully. Or if thou thinkest I am too quickly won, I’ll frown and be perverse, and say thee nay, So thou wilt woo. But else, not for the world. In truth, fair Montague, I am too fond; And therefore thou mayst think my ’haviour light: But trust me, gentleman, I’ll prove more true Than those that have more cunning to be strange. I should have been more strange, I must confess, But that thou overheard’st, ere I was ’ware, My true-love passion; therefore pardon me, And not impute this yielding to light love, Which the dark night hath so discovered.",184,1,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,1,v4,updated_existing
inferencing,1513,Romeo and Juliet,William Shakespeare,"FRIAR LAWRENCE. The grey-ey’d morn smiles on the frowning night, Chequering the eastern clouds with streaks of light; And fleckled darkness like a drunkard reels From forth day’s pathway, made by Titan’s fiery wheels Now, ere the sun advance his burning eye, The day to cheer, and night’s dank dew to dry, I must upfill this osier cage of ours With baleful weeds and precious-juiced flowers. The earth that’s nature’s mother, is her tomb; What is her burying grave, that is her womb: And from her womb children of divers kind We sucking on her natural bosom find. Many for many virtues excellent, None but for some, and yet all different. O, mickle is the powerful grace that lies In plants, herbs, stones, and their true qualities. For naught so vile that on the earth doth live But to the earth some special good doth give; Nor aught so good but, strain’d from that fair use, Revolts from true birth, stumbling on abuse. Virtue itself turns vice being misapplied, And vice sometime’s by action dignified.",175,1,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,,v4,diversity_book_cap
inferencing,1513,Romeo and Juliet,William Shakespeare,"JULIET. Shall I speak ill of him that is my husband? Ah, poor my lord, what tongue shall smooth thy name, When I thy three-hours’ wife have mangled it? But wherefore, villain, didst thou kill my cousin? That villain cousin would have kill’d my husband. Back, foolish tears, back to your native spring, Your tributary drops belong to woe, Which you mistaking offer up to joy. My husband lives, that Tybalt would have slain, And Tybalt’s dead, that would have slain my husband. All this is comfort; wherefore weep I then? Some word there was, worser than Tybalt’s death, That murder’d me. I would forget it fain, But O, it presses to my memory Like damned guilty deeds to sinners’ minds. Tybalt is dead, and Romeo banished. That ‘banished,’ that one word ‘banished,’ Hath slain ten thousand Tybalts. Tybalt’s death Was woe enough, if it had ended there. Or if sour woe delights in fellowship, And needly will be rank’d with other griefs, Why follow’d not, when she said Tybalt’s dead, Thy father or thy mother, nay or both, Which modern lamentation might have mov’d? But with a rear-ward following Tybalt’s death, ‘Romeo is banished’—to speak that word Is father, mother, Tybalt, Romeo, Juliet, All slain, all dead. Romeo is banished, There is no end, no limit, measure, bound, In that word’s death, no words can that woe sound. Where is my father and my mother, Nurse?",237,1,true,"Official benchmark-aligned content candidate: plot shift or turning moment creates tension, consequence, or a new layer of meaning",,,,,,v4,diversity_book_cap
inferencing,1513,Romeo and Juliet,William Shakespeare,"FRIAR LAWRENCE. Hold then. Go home, be merry, give consent To marry Paris. Wednesday is tomorrow; Tomorrow night look that thou lie alone, Let not thy Nurse lie with thee in thy chamber. Take thou this vial, being then in bed, And this distilled liquor drink thou off, When presently through all thy veins shall run A cold and drowsy humour; for no pulse Shall keep his native progress, but surcease. No warmth, no breath shall testify thou livest, The roses in thy lips and cheeks shall fade To paly ashes; thy eyes’ windows fall, Like death when he shuts up the day of life. Each part depriv’d of supple government, Shall stiff and stark and cold appear like death. And in this borrow’d likeness of shrunk death Thou shalt continue two and forty hours, And then awake as from a pleasant sleep. Now when the bridegroom in the morning comes To rouse thee from thy bed, there art thou dead. Then as the manner of our country is, In thy best robes, uncover’d, on the bier, Thou shalt be borne to that same ancient vault Where all the kindred of the Capulets lie. In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall he come, and he and I Will watch thy waking, and that very night Shall Romeo bear thee hence to Mantua. And this shall free thee from this present shame, If no inconstant toy nor womanish fear Abate thy valour in the acting it.",256,1,true,Official benchmark-aligned content candidate: setting or object detail carries a deeper meaning or effect,,,,,,v4,diversity_book_cap
inferencing,1513,Romeo and Juliet,William Shakespeare,"ROMEO. Then plainly know my heart’s dear love is set On the fair daughter of rich Capulet. As mine on hers, so hers is set on mine; And all combin’d, save what thou must combine By holy marriage. When, and where, and how We met, we woo’d, and made exchange of vow, I’ll tell thee as we pass; but this I pray, That thou consent to marry us today.

FRIAR LAWRENCE. Holy Saint Francis! What a change is here! Is Rosaline, that thou didst love so dear, So soon forsaken? Young men’s love then lies Not truly in their hearts, but in their eyes. Jesu Maria, what a deal of brine Hath wash’d thy sallow cheeks for Rosaline! How much salt water thrown away in waste, To season love, that of it doth not taste. The sun not yet thy sighs from heaven clears, Thy old groans yet ring in mine ancient ears. Lo here upon thy cheek the stain doth sit Of an old tear that is not wash’d off yet. If ere thou wast thyself, and these woes thine, Thou and these woes were all for Rosaline, And art thou chang’d? Pronounce this sentence then, Women may fall, when there’s no strength in men.",206,2,true,Official benchmark-aligned content candidate: official-aligned content kept; no exact Key literary elements add layers of meaning evidence labeled yet,,,,,,v4,diversity_book_cap
inferencing,1513,Romeo and Juliet,William Shakespeare,"Enter Juliet.

JULIET. Gallop apace, you fiery-footed steeds, Towards Phoebus’ lodging. Such a waggoner As Phaeton would whip you to the west And bring in cloudy night immediately. Spread thy close curtain, love-performing night, That runaway’s eyes may wink, and Romeo Leap to these arms, untalk’d of and unseen. Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night. Come, civil night, Thou sober-suited matron, all in black, And learn me how to lose a winning match, Play’d for a pair of stainless maidenhoods. Hood my unmann’d blood, bating in my cheeks, With thy black mantle, till strange love, grow bold, Think true love acted simple modesty. Come, night, come Romeo; come, thou day in night; For thou wilt lie upon the wings of night Whiter than new snow upon a raven’s back. Come gentle night, come loving black-brow’d night, Give me my Romeo, and when I shall die, Take him and cut him out in little stars, And he will make the face of heaven so fine That all the world will be in love with night, And pay no worship to the garish sun. O, I have bought the mansion of a love, But not possess’d it; and though I am sold, Not yet enjoy’d. So tedious is this day As is the night before some festival To an impatient child that hath new robes And may not wear them. O, here comes my Nurse, And she brings news, and every tongue that speaks But Romeo’s name speaks heavenly eloquence.",264,2,true,Official benchmark-aligned content candidate: setting or object detail carries a deeper meaning or effect,,,,,,v4,diversity_book_cap
